age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
31,private,bachelors,marriedcivspouse,admclerical,husband,asianpacislander,Male,60,india,<=50K
24,private,somecollege,marriedcivspouse,otherservice,wife,white,Female,40,unitedstates,<=50K
56,private,bachelors,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,<=50K
18,private,hsgrad,nevermarried,sales,otherrelative,white,Female,30,unitedstates,<=50K
43,private,somecollege,marriedcivspouse,machineopinspct,husband,black,Male,50,unitedstates,<=50K
43,stategov,doctorate,marriedspouseabsent,profspecialty,unmarried,white,Male,64,unitedstates,>50K
21,private,hsgrad,marriedcivspouse,admclerical,husband,white,Male,40,unitedstates,<=50K
51,private,hsgrad,marriedcivspouse,admclerical,wife,white,Female,40,unitedstates,<=50K
41,private,somecollege,marriedcivspouse,transportmoving,husband,white,Male,65,unitedstates,>50K
45,stategov,somecollege,marriedcivspouse,profspecialty,husband,white,Male,40,unitedstates,>50K
20,private,hsgrad,nevermarried,otherservice,notinfamily,white,Female,30,unitedstates,<=50K
28,private,bachelors,marriedcivspouse,execmanagerial,wife,white,Female,60,unitedstates,>50K
38,localgov,masters,marriedcivspouse,profspecialty,wife,white,Female,40,unitedstates,>50K
80,selfempnotinc,7th8th,widowed,farmingfishing,notinfamily,white,Male,35,unitedstates,<=50K
47,selfempnotinc,hsgrad,marriedcivspouse,admclerical,wife,white,Female,35,iran,<=50K
38,private,hsgrad,marriedcivspouse,sales,husband,white,Male,50,unitedstates,<=50K
17,private,11th,nevermarried,handlerscleaners,ownchild,white,Male,12,unitedstates,<=50K
37,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,50,unitedstates,<=50K
27,private,somecollege,nevermarried,machineopinspct,notinfamily,white,Female,40,unitedstates,<=50K
17,private,12th,nevermarried,otherservice,ownchild,white,Male,16,unitedstates,<=50K
18,selfempnotinc,hsgrad,nevermarried,farmingfishing,ownchild,white,Male,40,unitedstates,<=50K
57,private,hsgrad,marriedcivspouse,handlerscleaners,husband,white,Male,40,unitedstates,<=50K
26,private,hsgrad,separated,admclerical,unmarried,white,Female,40,unitedstates,<=50K
26,private,masters,nevermarried,execmanagerial,ownchild,white,Female,40,unitedstates,<=50K
36,selfempnotinc,bachelors,marriedcivspouse,profspecialty,husband,white,Male,45,unitedstates,>50K
38,private,somecollege,nevermarried,otherservice,notinfamily,white,Male,40,unitedstates,<=50K
38,private,hsgrad,nevermarried,craftrepair,notinfamily,white,Male,40,unitedstates,>50K
38,private,11th,nevermarried,handlerscleaners,notinfamily,white,Male,40,unitedstates,<=50K
35,private,hsgrad,divorced,farmingfishing,notinfamily,white,Male,65,unitedstates,<=50K
51,selfempinc,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
28,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
37,private,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,<=50K
23,private,hsgrad,nevermarried,handlerscleaners,notinfamily,white,Male,30,unitedstates,<=50K
42,private,bachelors,marriedcivspouse,sales,wife,white,Female,40,puertorico,<=50K
38,private,somecollege,marriedcivspouse,admclerical,wife,white,Female,40,unitedstates,>50K
52,localgov,hsgrad,marriedcivspouse,otherservice,wife,black,Female,20,unitedstates,<=50K
29,private,hsgrad,divorced,sales,notinfamily,amerindianeskimo,Female,50,unitedstates,<=50K
27,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,60,unitedstates,<=50K
28,private,somecollege,nevermarried,admclerical,ownchild,black,Female,40,jamaica,<=50K
59,private,assocacdm,marriedcivspouse,craftrepair,husband,white,Male,20,unitedstates,>50K
28,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
24,private,somecollege,nevermarried,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
20,private,10th,marriedspouseabsent,handlerscleaners,notinfamily,white,Male,40,unitedstates,<=50K
65,private,hsgrad,divorced,otherservice,notinfamily,white,Male,25,unitedstates,<=50K
29,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,<=50K
27,private,hsgrad,nevermarried,admclerical,ownchild,black,Female,40,unitedstates,<=50K
36,private,masters,marriedcivspouse,otherservice,husband,white,Male,40,unitedstates,<=50K
55,stategov,hsgrad,marriedcivspouse,protectiveserv,husband,white,Male,40,unitedstates,<=50K
28,private,bachelors,nevermarried,profspecialty,notinfamily,white,Female,40,unitedstates,<=50K
38,private,somecollege,nevermarried,sales,ownchild,white,Female,30,unitedstates,<=50K
24,private,bachelors,marriedcivspouse,profspecialty,husband,white,Male,40,unitedstates,<=50K
36,private,masters,marriedcivspouse,execmanagerial,husband,white,Male,50,unitedstates,>50K
68,selfempinc,hsgrad,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
49,selfempnotinc,hsgrad,divorced,sales,notinfamily,white,Male,50,unitedstates,>50K
18,private,7th8th,nevermarried,machineopinspct,ownchild,white,Male,40,unitedstates,<=50K
50,selfempnotinc,doctorate,divorced,profspecialty,notinfamily,white,Female,60,unitedstates,>50K
38,private,12th,separated,privhouseserv,unmarried,black,Female,40,unitedstates,<=50K
60,private,masters,marriedcivspouse,execmanagerial,husband,white,Male,50,unitedstates,>50K
43,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
43,selfempinc,doctorate,marriedcivspouse,profspecialty,wife,white,Female,70,unitedstates,>50K
17,private,11th,nevermarried,privhouseserv,ownchild,white,Female,9,unitedstates,<=50K
43,private,somecollege,nevermarried,execmanagerial,notinfamily,white,Female,50,unitedstates,<=50K
21,selfempnotinc,somecollege,nevermarried,admclerical,ownchild,white,Female,15,unitedstates,<=50K
48,selfempnotinc,somecollege,marriedcivspouse,farmingfishing,husband,white,Male,60,unitedstates,>50K
56,private,bachelors,nevermarried,execmanagerial,notinfamily,white,Male,45,unitedstates,>50K
21,private,assocacdm,nevermarried,otherservice,ownchild,white,Female,30,unitedstates,<=50K
28,localgov,assocacdm,marriedcivspouse,protectiveserv,husband,asianpacislander,Male,40,hong,>50K
39,selfempnotinc,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,>50K
38,private,7th8th,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
59,private,somecollege,marriedcivspouse,profspecialty,husband,white,Male,36,unitedstates,>50K
51,federalgov,hsgrad,marriedcivspouse,techsupport,husband,white,Male,40,unitedstates,<=50K
19,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,16,unitedstates,<=50K
42,private,assocacdm,marriedcivspouse,profspecialty,husband,black,Male,40,unitedstates,<=50K
43,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,>50K
38,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,55,unitedstates,>50K
34,private,somecollege,marriedcivspouse,machineopinspct,husband,white,Male,35,unitedstates,<=50K
21,private,hsgrad,nevermarried,machineopinspct,ownchild,white,Male,30,unitedstates,<=50K
34,private,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
30,private,assocvoc,nevermarried,profspecialty,notinfamily,white,Female,40,unitedstates,<=50K
29,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,48,ireland,<=50K
19,private,somecollege,nevermarried,admclerical,ownchild,white,Female,20,unitedstates,<=50K
42,private,bachelors,marriedcivspouse,otherservice,husband,asianpacislander,Male,72,philippines,>50K
32,private,bachelors,nevermarried,sales,notinfamily,white,Female,40,unitedstates,<=50K
44,stategov,bachelors,marriedcivspouse,protectiveserv,husband,white,Male,44,unitedstates,>50K
34,selfempnotinc,hsgrad,marriedcivspouse,profspecialty,husband,white,Male,40,unitedstates,>50K
35,private,12th,separated,otherservice,notinfamily,white,Female,30,unitedstates,<=50K
39,selfempnotinc,somecollege,nevermarried,craftrepair,notinfamily,white,Male,25,unitedstates,<=50K
29,private,bachelors,nevermarried,profspecialty,notinfamily,black,Male,40,unitedstates,<=50K
24,private,hsgrad,nevermarried,otherservice,unmarried,white,Female,32,unitedstates,<=50K
49,private,somecollege,marriedcivspouse,otherservice,husband,white,Male,17,unitedstates,<=50K
31,private,9th,divorced,transportmoving,notinfamily,white,Male,40,unitedstates,<=50K
44,private,somecollege,divorced,execmanagerial,notinfamily,white,Female,50,unitedstates,<=50K
27,selfempnotinc,hsgrad,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
38,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
30,private,hsgrad,marriedcivspouse,handlerscleaners,husband,white,Male,60,unitedstates,<=50K
27,private,somecollege,divorced,execmanagerial,ownchild,white,Female,40,unitedstates,<=50K
34,stategov,bachelors,marriedcivspouse,admclerical,husband,white,Male,20,italy,<=50K
25,stategov,somecollege,marriedcivspouse,execmanagerial,wife,white,Female,19,unitedstates,<=50K
39,private,hsgrad,divorced,execmanagerial,unmarried,white,Female,40,unitedstates,<=50K
28,private,somecollege,marriedcivspouse,techsupport,husband,white,Male,40,unitedstates,>50K
51,selfempnotinc,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,70,unitedstates,<=50K
33,private,somecollege,nevermarried,sales,notinfamily,asianpacislander,Male,26,south,<=50K
27,private,assocvoc,nevermarried,handlerscleaners,ownchild,white,Female,38,unitedstates,<=50K
29,private,hsgrad,nevermarried,execmanagerial,notinfamily,white,Male,40,unitedstates,<=50K
33,stategov,10th,marriedcivspouse,handlerscleaners,husband,white,Male,40,unitedstates,<=50K
37,private,hsgrad,marriedcivspouse,sales,husband,white,Male,50,unitedstates,>50K
20,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
38,private,hsgrad,nevermarried,otherservice,ownchild,white,Female,35,unitedstates,<=50K
31,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,45,unitedstates,>50K
41,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
42,selfempnotinc,somecollege,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
20,private,somecollege,nevermarried,sales,notinfamily,white,Female,30,unitedstates,<=50K
55,private,bachelors,marriedspouseabsent,craftrepair,unmarried,white,Female,55,ireland,<=50K
21,private,hsgrad,marriedcivspouse,handlerscleaners,husband,white,Male,32,unitedstates,<=50K
38,private,assocvoc,marriedcivspouse,execmanagerial,husband,white,Male,45,unitedstates,>50K
33,private,assocvoc,marriedcivspouse,craftrepair,husband,black,Male,40,unitedstates,<=50K
59,private,hsgrad,nevermarried,execmanagerial,unmarried,white,Female,38,unitedstates,<=50K
74,selfempnotinc,hsgrad,marriedcivspouse,sales,husband,white,Male,40,unitedstates,>50K
45,private,10th,divorced,otherservice,unmarried,black,Female,40,unitedstates,<=50K
36,private,hsgrad,nevermarried,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
35,selfempinc,somecollege,divorced,execmanagerial,notinfamily,white,Male,60,unitedstates,<=50K
45,private,somecollege,divorced,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
50,stategov,masters,divorced,profspecialty,unmarried,white,Female,40,unitedstates,<=50K
39,private,hsgrad,divorced,execmanagerial,otherrelative,white,Female,40,unitedstates,<=50K
44,private,somecollege,separated,execmanagerial,notinfamily,white,Male,45,england,<=50K
52,private,1st4th,marriedcivspouse,farmingfishing,husband,white,Male,56,mexico,>50K
24,private,bachelors,nevermarried,profspecialty,notinfamily,white,Male,43,unitedstates,<=50K
56,selfempinc,9th,marriedcivspouse,transportmoving,husband,white,Male,99,unitedstates,<=50K
27,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,50,unitedstates,>50K
47,selfempinc,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,45,unitedstates,>50K
40,selfempnotinc,profschool,marriedcivspouse,profspecialty,husband,amerindianeskimo,Male,60,unitedstates,>50K
38,private,hsgrad,nevermarried,profspecialty,notinfamily,white,Male,40,unitedstates,<=50K
52,private,hsgrad,divorced,admclerical,unmarried,white,Female,38,unitedstates,<=50K
22,private,hsgrad,divorced,sales,ownchild,white,Male,40,unitedstates,<=50K
41,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,40,italy,<=50K
30,private,hsgrad,divorced,admclerical,unmarried,white,Female,20,unitedstates,<=50K
55,private,bachelors,marriedcivspouse,otherservice,otherrelative,asianpacislander,Male,35,philippines,<=50K
25,private,somecollege,nevermarried,admclerical,ownchild,white,Male,40,unitedstates,<=50K
38,private,bachelors,marriedcivspouse,profspecialty,otherrelative,white,Male,40,unitedstates,<=50K
28,private,somecollege,separated,otherservice,notinfamily,white,Female,60,unitedstates,<=50K
33,selfempinc,hsgrad,marriedcivspouse,execmanagerial,husband,white,Male,50,unitedstates,<=50K
17,private,hsgrad,nevermarried,farmingfishing,ownchild,black,Male,40,unitedstates,<=50K
27,private,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,<=50K
55,private,assocvoc,marriedcivspouse,machineopinspct,husband,white,Male,20,unitedstates,<=50K
39,private,hsgrad,marriedcivspouse,otherservice,wife,white,Female,40,unitedstates,<=50K
51,federalgov,doctorate,marriedcivspouse,profspecialty,husband,white,Male,52,unitedstates,>50K
67,selfempnotinc,7th8th,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
27,private,hsgrad,widowed,craftrepair,unmarried,white,Female,26,unitedstates,<=50K
54,private,masters,marriedcivspouse,execmanagerial,husband,white,Male,45,unitedstates,>50K
38,private,10th,marriedcivspouse,transportmoving,husband,black,Male,40,unitedstates,>50K
18,private,hsgrad,nevermarried,admclerical,notinfamily,white,Female,25,unitedstates,<=50K
19,private,hsgrad,nevermarried,craftrepair,ownchild,white,Male,20,unitedstates,<=50K
31,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,50,unitedstates,<=50K
17,private,11th,nevermarried,otherservice,ownchild,white,Female,7,unitedstates,<=50K
38,private,somecollege,marriedspouseabsent,profspecialty,notinfamily,white,Female,30,unitedstates,<=50K
38,localgov,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
48,private,hsgrad,nevermarried,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
23,private,hsgrad,nevermarried,transportmoving,ownchild,white,Male,40,unitedstates,<=50K
27,private,assocvoc,marriedcivspouse,sales,husband,white,Male,45,unitedstates,<=50K
25,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
69,private,assocacdm,divorced,admclerical,notinfamily,white,Female,6,germany,<=50K
33,private,hsgrad,marriedcivspouse,handlerscleaners,husband,white,Male,35,india,<=50K
28,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,48,unitedstates,<=50K
45,private,5th6th,marriedcivspouse,machineopinspct,husband,white,Male,40,mexico,<=50K
25,private,somecollege,nevermarried,admclerical,ownchild,white,Male,15,unitedstates,<=50K
37,private,assocvoc,marriedcivspouse,craftrepair,husband,white,Male,45,unitedstates,>50K
59,private,preschool,nevermarried,machineopinspct,notinfamily,white,Male,40,dominicanrepublic,<=50K
26,private,hsgrad,nevermarried,otherservice,ownchild,white,Female,30,unitedstates,<=50K
48,private,somecollege,separated,otherservice,notinfamily,white,Female,25,peru,<=50K
64,federalgov,hsgrad,marriedcivspouse,admclerical,husband,white,Male,40,unitedstates,<=50K
39,private,bachelors,marriedcivspouse,techsupport,husband,white,Male,50,unitedstates,<=50K
38,private,bachelors,nevermarried,admclerical,notinfamily,white,Male,40,unitedstates,<=50K
40,stategov,masters,nevermarried,execmanagerial,notinfamily,white,Female,35,unitedstates,<=50K
46,private,masters,marriedspouseabsent,execmanagerial,notinfamily,white,Male,70,unitedstates,>50K
43,private,hsgrad,marriedcivspouse,admclerical,wife,white,Female,40,unitedstates,>50K
31,private,hsgrad,separated,transportmoving,notinfamily,white,Male,40,unitedstates,<=50K
35,private,hsgrad,separated,transportmoving,notinfamily,white,Male,50,unitedstates,<=50K
35,stategov,somecollege,divorced,techsupport,unmarried,white,Female,40,unitedstates,<=50K
50,private,masters,nevermarried,profspecialty,unmarried,white,Female,40,unitedstates,<=50K
48,selfempnotinc,profschool,divorced,profspecialty,unmarried,white,Male,63,unitedstates,>50K
46,private,hsgrad,divorced,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
38,private,hsgrad,divorced,machineopinspct,unmarried,white,Female,38,unitedstates,<=50K
37,stategov,bachelors,marriedcivspouse,profspecialty,husband,white,Male,36,unitedstates,>50K
38,localgov,bachelors,separated,profspecialty,notinfamily,white,Female,70,unitedstates,<=50K
35,selfempnotinc,hsgrad,divorced,craftrepair,notinfamily,white,Male,50,unitedstates,<=50K
43,private,bachelors,marriedcivspouse,admclerical,husband,asianpacislander,Male,40,vietnam,<=50K
38,private,hsgrad,marriedcivspouse,otherservice,husband,white,Male,50,unitedstates,<=50K
62,private,hsgrad,nevermarried,otherservice,otherrelative,black,Female,38,unitedstates,<=50K
36,private,bachelors,marriedcivspouse,craftrepair,husband,white,Male,48,unitedstates,>50K
27,private,9th,marriedcivspouse,farmingfishing,husband,amerindianeskimo,Male,40,unitedstates,<=50K
23,private,somecollege,nevermarried,admclerical,otherrelative,asianpacislander,Male,14,puertorico,<=50K
33,selfempnotinc,5th6th,marriedcivspouse,craftrepair,husband,white,Male,50,unitedstates,>50K
28,private,1st4th,nevermarried,machineopinspct,notinfamily,white,Female,40,mexico,<=50K
22,private,hsgrad,nevermarried,admclerical,ownchild,white,Male,20,unitedstates,<=50K
31,selfempnotinc,assocvoc,marriedcivspouse,farmingfishing,husband,white,Male,60,unitedstates,>50K
26,private,bachelors,nevermarried,otherservice,notinfamily,white,Male,30,unitedstates,<=50K
44,private,bachelors,divorced,execmanagerial,notinfamily,white,Male,50,unitedstates,>50K
44,private,bachelors,divorced,sales,unmarried,white,Female,35,unitedstates,<=50K
35,private,assocvoc,divorced,execmanagerial,notinfamily,white,Male,45,unitedstates,<=50K
38,federalgov,bachelors,marriedcivspouse,protectiveserv,husband,black,Male,50,unitedstates,>50K
29,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,45,unitedstates,>50K
33,private,somecollege,marriedcivspouse,otherservice,wife,white,Female,26,unitedstates,<=50K
50,private,somecollege,divorced,otherservice,notinfamily,white,Female,15,unitedstates,<=50K
32,private,hsgrad,marriedcivspouse,handlerscleaners,husband,white,Male,40,unitedstates,<=50K
41,selfempnotinc,masters,divorced,handlerscleaners,unmarried,white,Male,40,peru,<=50K
65,private,hsgrad,widowed,admclerical,notinfamily,white,Female,36,unitedstates,<=50K
42,stategov,somecollege,separated,techsupport,unmarried,white,Female,40,unitedstates,<=50K
33,selfempnotinc,bachelors,marriedcivspouse,profspecialty,husband,black,Male,25,unitedstates,>50K
32,private,bachelors,marriedcivspouse,sales,husband,white,Male,60,unitedstates,>50K
42,private,somecollege,marriedcivspouse,profspecialty,husband,white,Male,40,unitedstates,>50K
49,private,somecollege,separated,execmanagerial,notinfamily,white,Female,45,unitedstates,>50K
38,private,hsgrad,marriedcivspouse,protectiveserv,ownchild,white,Male,45,unitedstates,<=50K
38,private,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,50,unitedstates,<=50K
37,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,52,unitedstates,<=50K
29,private,hsgrad,marriedcivspouse,sales,husband,white,Male,50,unitedstates,<=50K
44,selfempinc,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,96,unitedstates,<=50K
26,private,bachelors,nevermarried,sales,notinfamily,asianpacislander,Female,40,south,<=50K
46,localgov,assocacdm,marriedcivspouse,protectiveserv,husband,white,Male,49,unitedstates,>50K
38,private,somecollege,separated,execmanagerial,unmarried,white,Male,40,unitedstates,<=50K
38,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
22,stategov,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,20,unitedstates,<=50K
33,private,somecollege,divorced,sales,notinfamily,white,Male,40,unitedstates,<=50K
31,localgov,hsgrad,marriedcivspouse,protectiveserv,husband,white,Male,41,unitedstates,>50K
42,private,somecollege,marriedcivspouse,handlerscleaners,husband,white,Male,38,unitedstates,<=50K
27,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
34,private,masters,marriedcivspouse,profspecialty,husband,white,Male,45,unitedstates,>50K
64,private,hsgrad,marriedcivspouse,protectiveserv,husband,white,Male,40,unitedstates,<=50K
43,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
38,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
47,selfempnotinc,profschool,nevermarried,profspecialty,notinfamily,white,Male,40,unitedstates,>50K
56,private,masters,nevermarried,profspecialty,notinfamily,white,Male,66,unitedstates,<=50K
60,stategov,bachelors,divorced,execmanagerial,notinfamily,white,Female,35,unitedstates,<=50K
52,private,hsgrad,marriedcivspouse,sales,husband,white,Male,44,unitedstates,<=50K
46,private,bachelors,nevermarried,admclerical,unmarried,asianpacislander,Female,40,philippines,<=50K
19,private,somecollege,nevermarried,admclerical,ownchild,white,Female,30,unitedstates,<=50K
56,private,7th8th,nevermarried,farmingfishing,unmarried,black,Female,20,unitedstates,<=50K
39,private,5th6th,separated,sales,unmarried,black,Female,30,puertorico,<=50K
31,private,bachelors,marriedcivspouse,sales,husband,white,Male,50,unitedstates,>50K
39,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
31,private,hsgrad,nevermarried,admclerical,unmarried,white,Female,35,puertorico,<=50K
50,private,bachelors,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
34,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,46,unitedstates,<=50K
48,private,hsgrad,marriedcivspouse,admclerical,wife,white,Female,40,germany,>50K
51,private,bachelors,divorced,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
20,private,somecollege,nevermarried,sales,ownchild,black,Female,20,unitedstates,<=50K
38,private,hsgrad,marriedcivspouse,otherservice,husband,black,Male,40,unitedstates,<=50K
59,selfempnotinc,bachelors,marriedcivspouse,profspecialty,husband,white,Male,50,unitedstates,<=50K
29,private,somecollege,marriedcivspouse,profspecialty,husband,white,Male,40,unitedstates,<=50K
38,private,somecollege,nevermarried,machineopinspct,notinfamily,white,Female,40,unitedstates,<=50K
42,private,10th,marriedcivspouse,craftrepair,husband,white,Male,35,unitedstates,<=50K
28,selfempinc,bachelors,marriedcivspouse,profspecialty,husband,white,Male,50,unitedstates,>50K
50,selfempnotinc,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,italy,>50K
22,selfempinc,hsgrad,nevermarried,machineopinspct,ownchild,white,Male,24,unitedstates,<=50K
27,private,hsgrad,nevermarried,otherservice,notinfamily,white,Female,52,unitedstates,<=50K
45,stategov,profschool,divorced,profspecialty,unmarried,white,Female,43,unitedstates,<=50K
39,private,hsgrad,divorced,admclerical,unmarried,black,Female,38,unitedstates,<=50K
25,localgov,bachelors,nevermarried,profspecialty,notinfamily,white,Female,35,unitedstates,<=50K
24,selfempinc,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
18,private,hsgrad,nevermarried,machineopinspct,notinfamily,white,Female,30,unitedstates,<=50K
38,private,5th6th,nevermarried,otherservice,otherrelative,white,Male,40,mexico,<=50K
17,selfempnotinc,10th,nevermarried,otherservice,ownchild,white,Female,24,unitedstates,<=50K
38,selfempinc,bachelors,marriedcivspouse,farmingfishing,husband,white,Male,40,unitedstates,>50K
51,federalgov,bachelors,marriedcivspouse,profspecialty,husband,white,Male,50,unitedstates,>50K
29,private,bachelors,nevermarried,sales,notinfamily,white,Female,45,unitedstates,<=50K
64,private,somecollege,widowed,admclerical,unmarried,white,Female,12,unitedstates,<=50K
17,private,10th,nevermarried,otherservice,ownchild,white,Male,25,unitedstates,<=50K
18,private,12th,nevermarried,otherservice,ownchild,black,Male,20,unitedstates,<=50K
41,private,somecollege,nevermarried,profspecialty,notinfamily,white,Female,45,unitedstates,<=50K
27,private,assocvoc,divorced,machineopinspct,notinfamily,white,Male,40,unitedstates,<=50K
51,selfempnotinc,somecollege,divorced,craftrepair,notinfamily,white,Male,8,puertorico,>50K
25,private,hsgrad,nevermarried,machineopinspct,notinfamily,black,Female,40,unitedstates,<=50K
41,private,somecollege,divorced,admclerical,unmarried,black,Female,37,unitedstates,<=50K
38,private,9th,divorced,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
50,stategov,bachelors,divorced,execmanagerial,notinfamily,white,Female,40,unitedstates,<=50K
38,private,somecollege,divorced,otherservice,notinfamily,white,Male,40,unitedstates,<=50K
48,private,hsgrad,divorced,transportmoving,notinfamily,white,Male,65,unitedstates,<=50K
51,selfempnotinc,somecollege,marriedcivspouse,sales,husband,white,Male,50,unitedstates,<=50K
18,private,hsgrad,nevermarried,admclerical,ownchild,white,Female,15,unitedstates,<=50K
23,private,somecollege,nevermarried,otherservice,ownchild,white,Male,25,unitedstates,<=50K
31,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,<=50K
38,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
38,private,somecollege,marriedcivspouse,farmingfishing,husband,white,Male,60,unitedstates,>50K
31,private,7th8th,divorced,transportmoving,unmarried,white,Male,20,unitedstates,<=50K
46,private,somecollege,marriedcivspouse,admclerical,husband,white,Male,40,unitedstates,<=50K
38,private,hsgrad,nevermarried,execmanagerial,unmarried,white,Female,40,unitedstates,<=50K
53,private,hsgrad,marriedcivspouse,execmanagerial,husband,white,Male,35,unitedstates,>50K
18,private,11th,nevermarried,otherservice,ownchild,white,Female,15,unitedstates,<=50K
27,private,hsgrad,marriedcivspouse,profspecialty,husband,white,Male,45,unitedstates,>50K
31,private,bachelors,nevermarried,farmingfishing,notinfamily,white,Male,40,unitedstates,<=50K
46,private,hsgrad,marriedcivspouse,otherservice,husband,white,Male,40,unitedstates,<=50K
26,private,bachelors,nevermarried,otherservice,notinfamily,white,Female,40,unitedstates,<=50K
38,localgov,masters,marriedcivspouse,profspecialty,husband,white,Male,50,unitedstates,>50K
37,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,>50K
29,private,9th,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
49,private,hsgrad,marriedcivspouse,execmanagerial,husband,white,Male,55,unitedstates,>50K
24,private,hsgrad,divorced,machineopinspct,notinfamily,white,Male,40,unitedstates,<=50K
74,selfempnotinc,hsgrad,marriedcivspouse,sales,husband,white,Male,20,unitedstates,<=50K
38,private,bachelors,nevermarried,execmanagerial,notinfamily,white,Female,45,unitedstates,>50K
43,selfempnotinc,hsgrad,divorced,otherservice,unmarried,white,Male,45,unitedstates,<=50K
23,private,bachelors,nevermarried,protectiveserv,notinfamily,white,Female,40,unitedstates,<=50K
26,private,hsgrad,nevermarried,execmanagerial,notinfamily,white,Female,50,unitedstates,<=50K
27,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,55,unitedstates,<=50K
45,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,45,unitedstates,>50K
30,private,hsgrad,nevermarried,protectiveserv,ownchild,white,Male,70,unitedstates,<=50K
35,private,somecollege,marriedcivspouse,admclerical,wife,white,Female,20,unitedstates,>50K
33,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
21,private,hsgrad,nevermarried,farmingfishing,ownchild,white,Male,20,unitedstates,<=50K
42,private,hsgrad,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
